match_url,teamName,tableType,player,kd,plus_minus,adr,kast,rating
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,OG,table tstats hidden,Christian 'Buzz' AndersenBuzz,33-24,+9,90.3,83.8%,1.43
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,OG,table tstats hidden,Christoffer 'Chr1zN' StorgaardChr1zN,30-25,+5,86.8,70.3%,1.33
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,OG,table tstats hidden,Olle 'spooke' Grundströmspooke,19-26,-7,64.8,67.6%,1.02
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,OG,table tstats hidden,Aurélien 'afro' Drapierafro,20-21,-1,50.8,73.0%,0.93
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,OG,table tstats hidden,Maciej 'F1KU' MiklasF1KU,16-25,-9,58.3,78.4%,0.85
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table totalstats,Valdemar 'valde' Bjørn Vangsåvalde,57-54,+3,83.2,68.4%,1.10
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table totalstats,Magnus 'Nodios' OlsenNodios,51-50,+1,65.5,75.9%,0.97
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table totalstats,Jonas 'Queenix' DideriksenQueenix,52-54,-2,71.6,75.9%,0.96
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table totalstats,Jason 'salazar' Salazarsalazar,44-53,-9,64.0,68.4%,0.85
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table totalstats,Fredrik 'roeJ' JørgensenroeJ,42-56,-14,60.2,62.0%,0.80
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table ctstats hidden,Valdemar 'valde' Bjørn Vangsåvalde,28-25,+3,91.3,67.6%,1.10
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table ctstats hidden,Magnus 'Nodios' OlsenNodios,23-21,+2,61.5,78.4%,0.86
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table ctstats hidden,Jonas 'Queenix' DideriksenQueenix,24-24,0,68.7,75.7%,0.84
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table ctstats hidden,Jason 'salazar' Salazarsalazar,21-24,-3,60.0,75.7%,0.80
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table ctstats hidden,Fredrik 'roeJ' JørgensenroeJ,20-25,-5,61.9,62.2%,0.75
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table tstats hidden,Valdemar 'valde' Bjørn Vangsåvalde,29-29,0,76.1,69.0%,1.09
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table tstats hidden,Jonas 'Queenix' DideriksenQueenix,28-30,-2,74.2,76.2%,1.07
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table tstats hidden,Magnus 'Nodios' OlsenNodios,28-29,-1,69.0,73.8%,1.06
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table tstats hidden,Jason 'salazar' Salazarsalazar,23-29,-6,67.5,61.9%,0.89
https://www.hltv.org/matches/2379721/og-vs-tricked-cct-season-2-europe-series-20-closed-qualifier,Tricked,table tstats hidden,Fredrik 'roeJ' JørgensenroeJ,22-31,-9,58.6,61.9%,0.84
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table totalstats,Emil 'kroK' WiedemannkroK,45-50,-5,78.7,77.6%,1.08
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table totalstats,Elliot 'suma' Nissen-Jørgensensuma,42-50,-8,71.0,71.6%,0.98
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table totalstats,Richart 'ANSG1' Saleela NielsenANSG1,43-45,-2,63.4,61.2%,0.93
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table totalstats,André 'Zanto' ChristiansenZanto,35-48,-13,63.5,70.1%,0.90
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table totalstats,Andreas 'kiR' KirsteinkiR,41-46,-5,62.6,62.7%,0.80
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table ctstats hidden,André 'Zanto' ChristiansenZanto,20-26,-6,69.8,67.6%,0.84
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table ctstats hidden,Andreas 'kiR' KirsteinkiR,24-26,-2,72.0,58.8%,0.78
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table ctstats hidden,Emil 'kroK' WiedemannkroK,18-29,-11,69.9,70.6%,0.77
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table ctstats hidden,Elliot 'suma' Nissen-Jørgensensuma,19-27,-8,59.0,61.8%,0.70
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table ctstats hidden,Richart 'ANSG1' Saleela NielsenANSG1,12-28,-16,47.1,50.0%,0.46
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table tstats hidden,Richart 'ANSG1' Saleela NielsenANSG1,31-17,+14,80.3,72.7%,1.41
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table tstats hidden,Emil 'kroK' WiedemannkroK,27-21,+6,87.7,84.8%,1.40
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table tstats hidden,Elliot 'suma' Nissen-Jørgensensuma,23-23,0,83.4,81.8%,1.27
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table tstats hidden,André 'Zanto' ChristiansenZanto,15-22,-7,56.9,72.7%,0.96
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,Astralis Talent,table tstats hidden,Andreas 'kiR' KirsteinkiR,17-20,-3,52.8,66.7%,0.82
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table totalstats,Etienne 'drac' Salaündrac,52-39,+13,93.0,76.1%,1.34
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table totalstats,Jeremy 'Kursy' GastKursy,55-39,+16,83.7,83.6%,1.34
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table totalstats,Paul 'PerX' von ErdmannsdorffPerX,56-40,+16,85.9,68.7%,1.20
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table totalstats,David 'devoduvek' Dobrosavljevicdevoduvek,42-40,+2,73.3,77.6%,1.05
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table totalstats,Hugo 'Brooxsy' Di BonoBrooxsy,33-48,-15,55.9,71.6%,0.86
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table ctstats hidden,Jeremy 'Kursy' GastKursy,29-20,+9,83.8,81.8%,1.23
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table ctstats hidden,Hugo 'Brooxsy' Di BonoBrooxsy,21-27,-6,68.7,75.8%,0.84
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table ctstats hidden,Paul 'PerX' von ErdmannsdorffPerX,21-22,-1,73.8,63.6%,0.83
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table ctstats hidden,Etienne 'drac' Salaündrac,18-23,-5,73.6,69.7%,0.81
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table ctstats hidden,David 'devoduvek' Dobrosavljevicdevoduvek,14-21,-7,67.2,69.7%,0.65
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table tstats hidden,Etienne 'drac' Salaündrac,34-16,+18,111.9,82.4%,1.86
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table tstats hidden,Paul 'PerX' von ErdmannsdorffPerX,35-18,+17,97.6,73.5%,1.56
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table tstats hidden,David 'devoduvek' Dobrosavljevicdevoduvek,28-19,+9,79.1,85.3%,1.44
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table tstats hidden,Jeremy 'Kursy' GastKursy,26-19,+7,83.6,85.3%,1.44
https://www.hltv.org/matches/2379684/astralis-talent-vs-genone-united21-league-season-27,GenOne,table tstats hidden,Hugo 'Brooxsy' Di BonoBrooxsy,12-21,-9,43.6,67.6%,0.88
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table totalstats,Uuganbayar 'NEUZ' Nyam-OtgonNEUZ,54-41,+13,99.6,77.4%,1.30
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table totalstats,Tugserdene 'Efire' ErdeneboldEfire,52-44,+8,90.5,71.0%,1.23
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table totalstats,Unudelger 'controlez' Baasanjargalcontrolez,41-42,-1,69.0,71.0%,0.99
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table totalstats,Ariunjargal 'ariucle' Yadamariucle,39-43,-4,67.6,71.0%,0.95
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table totalstats,Undrakhbayar 'ROUX' ZolbayarROUX,33-47,-14,60.6,69.4%,0.87
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table ctstats hidden,Uuganbayar 'NEUZ' Nyam-OtgonNEUZ,29-22,+7,90.8,74.3%,1.13
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table ctstats hidden,Tugserdene 'Efire' ErdeneboldEfire,26-27,-1,82.8,71.4%,1.06
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table ctstats hidden,Ariunjargal 'ariucle' Yadamariucle,26-23,+3,77.5,65.7%,1.00
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table ctstats hidden,Unudelger 'controlez' Baasanjargalcontrolez,21-25,-4,63.9,71.4%,0.85
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table ctstats hidden,Undrakhbayar 'ROUX' ZolbayarROUX,18-29,-11,65.1,74.3%,0.75
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table tstats hidden,Uuganbayar 'NEUZ' Nyam-OtgonNEUZ,25-19,+6,111.1,81.5%,1.51
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table tstats hidden,Tugserdene 'Efire' ErdeneboldEfire,26-17,+9,100.5,70.4%,1.45
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table tstats hidden,Unudelger 'controlez' Baasanjargalcontrolez,20-17,+3,75.7,70.4%,1.18
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table tstats hidden,Undrakhbayar 'ROUX' ZolbayarROUX,15-18,-3,54.8,63.0%,1.01
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,Chinggis Warriors,table tstats hidden,Ariunjargal 'ariucle' Yadamariucle,13-20,-7,54.7,77.8%,0.88
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table totalstats,Tamir 'Kamui' AyurzanaKamui,60-45,+15,92.5,72.6%,1.29
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table totalstats,lacr1m0salacr1m0sa,46-45,+1,84.3,74.2%,1.12
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table totalstats,Munkh-Orkhon 'soloooS' Munkh-OchsoloooS,37-42,-5,76.2,75.8%,1.04
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table totalstats,Purevjantsan 'Uncrown' MunkhbaatarUncrown,36-46,-10,71.0,74.2%,0.98
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table totalstats,Bilguun 'bkzcurs3d' Dorjbkzcurs3d,37-44,-7,59.5,61.3%,0.82
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table ctstats hidden,lacr1m0salacr1m0sa,23-18,+5,98.1,77.8%,1.24
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table ctstats hidden,Bilguun 'bkzcurs3d' Dorjbkzcurs3d,22-20,+2,79.8,66.7%,1.06
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table ctstats hidden,Purevjantsan 'Uncrown' MunkhbaatarUncrown,16-20,-4,67.8,59.3%,0.83
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table ctstats hidden,Tamir 'Kamui' AyurzanaKamui,18-21,-3,67.2,66.7%,0.79
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table ctstats hidden,Munkh-Orkhon 'soloooS' Munkh-OchsoloooS,12-20,-8,62.9,59.3%,0.69
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table tstats hidden,Tamir 'Kamui' AyurzanaKamui,42-24,+18,111.9,77.1%,1.67
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table tstats hidden,Munkh-Orkhon 'soloooS' Munkh-OchsoloooS,25-22,+3,86.5,88.6%,1.31
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table tstats hidden,Purevjantsan 'Uncrown' MunkhbaatarUncrown,20-26,-6,73.4,85.7%,1.09
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table tstats hidden,lacr1m0salacr1m0sa,23-27,-4,73.7,71.4%,1.02
https://www.hltv.org/matches/2379762/chinggis-warriors-vs-the-qube-mesa-asian-masters-2025-asia-closed-qualifier,The QUBE,table tstats hidden,Bilguun 'bkzcurs3d' Dorjbkzcurs3d,15-24,-9,43.8,57.1%,0.64
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table totalstats,Dawid 'SaMey' StańczakSaMey,58-37,+21,83.0,72.3%,1.25
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table totalstats,Meytar 'AMSALEM' AmsalemAMSALEM,45-36,+9,73.6,69.2%,1.04
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table totalstats,Wojciech 'bajmi' Strzelczykbajmi,48-40,+8,73.1,75.4%,1.02
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table totalstats,Bartek 'mASKED' TrybułamASKED,36-47,-11,66.8,73.8%,0.91
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table totalstats,Martin 'maaryy' Nakoniecznymaaryy,28-47,-19,61.1,67.7%,0.78
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table ctstats hidden,Wojciech 'bajmi' Strzelczykbajmi,32-19,+13,80.1,77.8%,1.14
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table ctstats hidden,Dawid 'SaMey' StańczakSaMey,30-18,+12,77.1,72.2%,1.14
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table ctstats hidden,Meytar 'AMSALEM' AmsalemAMSALEM,23-19,+4,69.2,72.2%,0.93
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table ctstats hidden,Bartek 'mASKED' TrybułamASKED,22-26,-4,76.2,72.2%,0.93
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table ctstats hidden,Martin 'maaryy' Nakoniecznymaaryy,16-22,-6,62.9,69.4%,0.79
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table tstats hidden,Dawid 'SaMey' StańczakSaMey,28-19,+9,90.3,72.4%,1.38
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table tstats hidden,Meytar 'AMSALEM' AmsalemAMSALEM,22-17,+5,79.0,65.5%,1.17
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table tstats hidden,Bartek 'mASKED' TrybułamASKED,14-21,-7,55.0,75.9%,0.89
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table tstats hidden,Wojciech 'bajmi' Strzelczykbajmi,16-21,-5,64.4,72.4%,0.88
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,ESC,table tstats hidden,Martin 'maaryy' Nakoniecznymaaryy,12-25,-13,58.9,65.5%,0.77
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table totalstats,Artem 'r1nkle' Morozr1nkle,51-36,+15,71.0,73.8%,1.16
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table totalstats,Michel 'ewjerkz' Pintoewjerkz,43-49,-6,75.2,73.8%,1.09
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table totalstats,Audric 'JACKZ' JugJACKZ,38-43,-5,68.0,73.8%,0.97
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table totalstats,Rasmus 'sjuush' Becksjuush,36-43,-7,64.1,75.4%,0.94
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table totalstats,Marco 'Snappi' PfeifferSnappi,38-45,-7,64.7,69.2%,0.90
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table ctstats hidden,Artem 'r1nkle' Morozr1nkle,30-16,+14,89.1,72.4%,1.35
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table ctstats hidden,Audric 'JACKZ' JugJACKZ,25-17,+8,89.0,82.8%,1.24
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table ctstats hidden,Rasmus 'sjuush' Becksjuush,15-18,-3,74.1,82.8%,0.92
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table ctstats hidden,Michel 'ewjerkz' Pintoewjerkz,15-22,-7,64.6,72.4%,0.89
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table ctstats hidden,Marco 'Snappi' PfeifferSnappi,17-20,-3,62.9,75.9%,0.86
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table tstats hidden,Michel 'ewjerkz' Pintoewjerkz,28-27,+1,83.7,75.0%,1.25
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table tstats hidden,Artem 'r1nkle' Morozr1nkle,21-20,+1,56.3,75.0%,1.00
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table tstats hidden,Rasmus 'sjuush' Becksjuush,21-25,-4,56.0,69.4%,0.95
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table tstats hidden,Marco 'Snappi' PfeifferSnappi,21-25,-4,66.2,63.9%,0.92
https://www.hltv.org/matches/2379720/esc-vs-ninjas-in-pyjamas-cct-season-2-europe-series-20-closed-qualifier,Ninjas in Pyjamas,table tstats hidden,Audric 'JACKZ' JugJACKZ,13-26,-13,51.0,66.7%,0.76
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table totalstats,Josef 'faveN' BaumannfaveN,34-37,-3,85.2,68.1%,0.99
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table totalstats,Jonatan 'bobeksde' Perssonbobeksde,33-35,-2,70.5,59.6%,0.96
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table totalstats,Tobias 'kraghen' Kragh Jensenkraghen,29-38,-9,73.2,68.1%,0.92
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table totalstats,Mateusz 'mantuu' Wilczewskimantuu,25-32,-7,57.2,66.0%,0.80
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table totalstats,Rasmus 'raalz' Steensborgraalz,24-39,-15,64.9,63.8%,0.70
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table ctstats hidden,Josef 'faveN' BaumannfaveN,22-22,0,90.6,70.4%,1.00
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table ctstats hidden,Jonatan 'bobeksde' Perssonbobeksde,19-21,-2,79.0,59.3%,0.90
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table ctstats hidden,Rasmus 'raalz' Steensborgraalz,14-21,-7,68.9,66.7%,0.71
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table ctstats hidden,Tobias 'kraghen' Kragh Jensenkraghen,11-21,-10,53.6,59.3%,0.63
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table ctstats hidden,Mateusz 'mantuu' Wilczewskimantuu,12-17,-5,49.1,59.3%,0.62
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table tstats hidden,Tobias 'kraghen' Kragh Jensenkraghen,18-17,+1,99.7,80.0%,1.31
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table tstats hidden,Jonatan 'bobeksde' Perssonbobeksde,14-14,0,59.0,60.0%,1.05
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table tstats hidden,Mateusz 'mantuu' Wilczewskimantuu,13-15,-2,68.2,75.0%,1.04
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table tstats hidden,Josef 'faveN' BaumannfaveN,12-15,-3,78.0,65.0%,0.98
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,9INE,table tstats hidden,Rasmus 'raalz' Steensborgraalz,10-18,-8,59.4,60.0%,0.69
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,BC.Game,table totalstats,Nemanja 'nexa' Isakovićnexa,46-27,+19,98.4,80.9%,1.55
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,BC.Game,table totalstats,Joakim 'jkaem' Myrbostadjkaem,43-30,+13,99.3,89.4%,1.54
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,BC.Game,table totalstats,Luca 'pr1metapz' Voigtpr1metapz,32-26,+6,70.0,74.5%,1.13
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,BC.Game,table totalstats,Tim 'nawwk' Jonassonnawwk,33-28,+5,66.9,70.2%,1.10
https://www.hltv.org/matches/2379629/9ine-vs-bcgame-cct-season-2-europe-series-19-closed-qualifier,BC.Game,table totalstats,Cai 'CYPHER' WatsonCYPHER,27-34,-7,70.1,72.3%,1.00
